,occupancy,listing_count,availability_90,num_reviews,num_bath,num_bed,num_bedroom,min_nights,room_type,property_type,bathroom_type,has_about,has_neighborhood_overview,account_age,has_profile_pic,identity_verified,is_superhost,instant_bookable,neighbourhood
309,1,1,0,0,1.0,1.0,1.0,1,Shared room,apartment,shared,0,0,6,1,0,0,0,Eastern
310,1,2,88,1,1.0,1.0,1.0,28,Private room,loft,shared,0,0,3,1,0,0,0,Sha Tin
311,1,2,0,1,1.0,1.0,1.0,1,Shared room,house,shared,0,0,3,1,0,0,0,Wan Chai
312,1,1,0,0,1.0,1.0,1.0,1,Shared room,castle,shared,0,0,5,1,0,0,0,Yuen Long
314,1,1,90,64,1.0,1.0,1.0,28,Shared room,apartment,shared,0,0,5,1,0,1,1,Sha Tin
315,1,2,87,11,1.0,4.0,1.0,4,Shared room,apartment,shared,0,0,2,1,0,1,0,Wan Chai
316,1,0,89,0,1.0,1.0,1.0,1,Private room,condominium,shared,0,0,0,1,1,0,0,Central & Western
317,1,0,47,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,0,1,1,0,0,Kwun Tong
318,1,1,50,5,1.0,1.0,1.0,2,Shared room,apartment,shared,0,0,3,1,1,0,0,Sha Tin
319,1,1,0,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,3,1,1,0,0,Yau Tsim Mong
320,1,1,89,0,1.0,1.0,1.0,60,Shared room,apartment,shared,0,0,4,1,1,0,1,Central & Western
321,1,0,90,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,0,1,1,0,1,Wan Chai
322,1,4,0,0,1.0,1.0,1.0,1,Shared room,apartment,shared,0,0,3,1,1,0,1,Yau Tsim Mong
323,1,1,0,0,1.0,1.0,1.0,30,Private room,condominium,shared,0,0,5,1,1,1,0,Sai Kung
324,1,2,87,1,1.0,1.0,1.0,20,Private room,apartment,shared,0,1,4,1,1,0,0,Sai Kung
325,1,2,90,16,1.0,1.0,1.0,14,Private room,condominium,shared,0,1,3,1,0,0,1,Eastern
326,1,2,89,3,1.0,1.0,1.0,3,Shared room,apartment,shared,0,1,2,1,0,0,1,Yau Tsim Mong
327,1,2,89,2,1.0,1.0,1.0,3,Shared room,condominium,shared,0,1,2,1,0,0,1,Yau Tsim Mong
330,1,3,90,1,1.0,2.0,1.0,1,Private room,apartment,shared,0,1,5,1,1,0,0,Sha Tin
331,1,1,9,10,1.0,1.0,1.0,1,Private room,serviced apartment,shared,0,1,7,1,1,0,0,Central & Western
332,1,7,89,0,1.0,1.0,1.0,3,Shared room,apartment,shared,0,1,9,1,1,0,0,Wan Chai
334,1,10,90,0,1.0,1.0,1.0,1,Private room,boutique hotel,shared,0,1,1,1,1,0,1,Yau Tsim Mong
335,1,4,89,2,1.0,2.0,1.0,30,Private room,apartment,shared,0,1,7,1,0,0,0,Wan Chai
337,1,1,32,0,1.0,1.0,1.0,7,Private room,apartment,shared,0,1,5,1,1,0,0,Central & Western
338,1,1,88,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,4,1,0,0,0,Central & Western
339,1,4,44,10,1.0,1.0,1.0,2,Private room,apartment,shared,0,1,5,1,1,0,0,Central & Western
340,1,12,70,20,1.0,4.0,1.0,1,Shared room,apartment,shared,0,1,1,1,0,0,1,Yau Tsim Mong
341,1,2,90,0,1.0,1.0,1.0,3,Shared room,guesthouse,shared,0,1,3,0,0,0,0,Sai Kung
342,1,0,88,0,1.0,1.0,1.0,20,Private room,apartment,shared,0,1,4,0,0,0,1,Central & Western
343,1,3,89,1,1.0,1.0,1.0,60,Private room,apartment,shared,0,1,4,1,0,0,0,Sai Kung
344,1,3,89,7,2.0,1.0,1.0,1,Shared room,townhouse,shared,0,1,4,1,0,0,0,Sai Kung
345,1,1,88,0,2.0,1.0,1.0,10,Shared room,apartment,shared,0,1,1,1,0,0,1,Central & Western
346,1,5,89,9,1.0,1.0,1.0,2,Private room,condominium,shared,0,1,4,1,0,0,0,Central & Western
347,1,1,0,3,1.0,1.0,1.0,2,Shared room,apartment,shared,0,1,5,1,0,0,0,Central & Western
348,1,1,0,0,1.0,1.0,1.0,7,Private room,cabin,shared,0,1,3,1,0,0,0,North
349,1,1,0,5,1.0,1.0,1.0,1,Private room,house,shared,0,1,2,1,0,0,0,Wan Chai
350,1,1,10,11,2.0,1.0,1.0,1,Shared room,apartment,shared,0,1,1,1,0,1,1,Yau Tsim Mong
351,1,3,90,85,1.0,1.0,1.0,1,Private room,serviced apartment,shared,0,1,4,1,1,0,0,Yau Tsim Mong
352,1,0,90,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,6,1,1,0,0,Sham Shui Po
353,1,0,33,0,1.0,1.0,1.0,10,Shared room,apartment,shared,0,1,0,1,1,0,1,Kowloon City
354,1,3,90,1,1.0,6.0,1.0,1,Shared room,condominium,shared,0,1,1,1,1,0,0,North
355,1,1,90,0,1.0,1.0,1.0,7,Private room,apartment,shared,0,1,7,1,1,0,1,Wan Chai
356,1,0,30,0,1.0,1.0,1.0,1,Private room,condominium,shared,0,1,6,1,1,0,1,Wan Chai
357,1,2,66,1,2.0,1.0,1.0,1,Shared room,apartment,shared,1,0,2,1,1,0,0,North
358,1,266,0,0,1.0,1.0,1.0,30,Private room,apartment,shared,1,0,8,1,0,1,0,Wan Chai
359,1,266,90,0,1.0,1.0,1.0,30,Private room,apartment,shared,1,0,8,1,0,1,0,Yau Tsim Mong
360,1,2,89,0,1.0,1.0,1.0,60,Shared room,apartment,shared,1,0,3,1,0,0,1,Wan Chai
362,1,4,90,1,1.0,1.0,1.0,1,Shared room,condominium,shared,1,0,4,1,1,0,1,Sai Kung
363,1,2,89,0,1.0,0.0,1.0,1,Private room,serviced apartment,shared,1,0,4,1,1,0,1,Yau Tsim Mong
364,1,1,89,0,1.0,1.0,1.0,2,Private room,condominium,shared,1,0,7,1,1,0,0,Central & Western
365,1,1,83,0,1.0,1.0,1.0,80,Private room,apartment,shared,1,0,3,1,1,0,1,Central & Western
366,1,2,87,0,1.0,1.0,1.0,5,Private room,apartment,shared,1,0,5,1,1,0,0,Central & Western
367,1,1,58,158,1.0,1.0,1.0,1,Private room,condominium,shared,1,0,6,1,0,1,0,Wong Tai Sin
368,1,2,85,7,1.0,1.0,1.0,5,Private room,apartment,shared,1,0,5,1,1,0,1,Central & Western
369,1,31,90,0,1.0,1.0,1.0,1,Private room,condominium,shared,1,0,4,1,1,0,0,Yau Tsim Mong
370,1,1,89,17,2.0,1.0,1.0,28,Private room,apartment,shared,1,0,2,1,1,1,0,Wan Chai
371,1,4,90,0,1.0,1.0,1.0,80,Private room,apartment,shared,1,0,4,1,1,1,0,Wan Chai
372,1,1,80,6,1.0,1.0,1.0,3,Private room,apartment,shared,1,0,3,1,0,0,0,Islands
373,1,386,90,0,1.0,1.0,1.0,29,Shared room,apartment,shared,1,0,7,1,0,1,0,Eastern
374,1,386,89,0,2.0,1.0,1.0,29,Shared room,apartment,shared,1,0,7,1,0,1,0,Sham Shui Po
375,1,101,1,0,1.0,1.0,1.0,30,Shared room,serviced apartment,shared,1,0,6,1,1,0,0,Kowloon City
376,1,369,90,0,1.0,1.0,1.0,29,Shared room,apartment,shared,1,0,4,1,0,0,0,Eastern
377,1,230,90,0,2.0,1.0,1.0,31,Shared room,apartment,shared,1,0,4,1,1,1,0,Eastern
378,1,16,90,1,1.0,0.0,1.0,60,Private room,apartment,shared,1,0,7,1,1,0,0,Kowloon City
379,1,38,50,1,2.0,1.0,1.0,7,Shared room,apartment,shared,1,0,3,1,1,0,0,Wan Chai
380,1,38,90,1,2.0,1.0,1.0,1,Shared room,cabin,shared,1,0,3,1,1,0,1,Wan Chai
381,1,2,89,174,1.0,1.0,1.0,1,Private room,apartment,shared,1,0,5,1,1,1,0,Central & Western
382,1,54,1,4,1.0,1.0,1.0,28,Private room,apartment,shared,1,0,5,1,0,0,0,Yau Tsim Mong
384,1,1,22,7,1.0,1.0,1.0,1,Private room,apartment,shared,1,0,3,1,0,0,0,Kowloon City
385,1,2,10,17,1.0,1.0,1.0,45,Shared room,apartment,shared,1,0,2,1,0,0,0,Yau Tsim Mong
387,1,1,90,0,1.0,1.0,1.0,7,Private room,apartment,shared,1,0,2,1,0,0,1,Islands
388,1,3,81,7,1.0,1.0,1.0,1,Shared room,apartment,shared,1,0,8,1,0,0,0,Islands
390,1,1,88,1,1.0,1.0,1.0,3,Private room,house,shared,1,0,1,1,0,0,0,Tuen Mun
393,1,4,90,0,1.0,2.0,3.0,10,Private room,apartment,shared,1,0,3,1,1,0,1,Sham Shui Po
394,1,1,87,1,1.0,1.0,1.0,1,Shared room,serviced apartment,shared,1,0,1,1,1,0,1,Yau Tsim Mong
395,1,1,90,0,1.0,1.0,1.0,1,Shared room,apartment,shared,1,0,5,1,1,0,1,Yuen Long
396,1,1,0,0,1.0,1.0,1.0,1,Private room,condominium,shared,1,0,7,1,1,0,0,Islands
397,1,1,0,1,1.0,2.0,1.0,7,Private room,apartment,shared,1,0,5,1,1,0,0,Sha Tin
398,1,1,89,0,1.0,1.0,1.0,1,Private room,apartment,shared,1,0,6,1,1,0,0,Wan Chai
399,1,0,85,0,1.0,1.0,1.0,1,Private room,apartment,shared,1,0,7,1,1,0,1,Eastern
400,1,1,87,2,1.0,1.0,1.0,5,Private room,apartment,shared,1,1,5,1,1,0,0,Central & Western
401,1,0,90,0,1.0,1.0,1.0,1,Private room,house,shared,1,1,4,1,1,0,1,Sha Tin
402,1,1,0,13,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,4,1,0,0,0,Sai Kung
403,1,0,76,0,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,6,1,1,0,1,Sai Kung
404,1,2,66,2,2.0,1.0,1.0,1,Shared room,guesthouse,shared,1,1,2,1,1,0,0,North
405,1,1,89,16,1.0,1.0,1.0,3,Private room,apartment,shared,1,1,5,1,1,1,0,Sai Kung
406,1,23,90,0,1.0,1.0,1.0,5,Private room,house,shared,1,1,5,1,1,0,0,Sai Kung
407,1,1,86,170,1.0,0.0,1.0,1,Private room,apartment,shared,1,1,6,1,0,0,0,Central & Western
408,1,6,80,0,1.0,1.0,1.0,1,Private room,guest suite,shared,1,1,2,1,1,0,0,Wan Chai
409,1,2,50,9,1.0,1.0,2.0,1,Private room,apartment,shared,1,1,8,1,1,0,0,Central & Western
410,1,3,89,101,1.0,1.0,1.0,1,Private room,guesthouse,shared,1,1,5,1,1,0,0,Sham Shui Po
411,1,1,89,3,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,5,1,0,0,0,Sham Shui Po
412,1,1,81,6,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,4,1,1,0,0,Kwun Tong
413,1,1,88,3,1.0,1.0,1.0,1,Private room,condominium,shared,1,1,4,1,1,0,1,Eastern
414,1,1,90,52,1.0,1.0,1.0,28,Private room,apartment,shared,1,1,7,1,1,0,0,Sha Tin
415,1,0,89,4,1.0,0.0,1.0,1,Private room,apartment,shared,1,1,6,1,1,0,0,Yau Tsim Mong
416,1,3,0,5,1.0,1.0,1.0,1,Shared room,house,shared,1,1,2,1,1,0,0,Yau Tsim Mong
417,1,3,39,7,1.0,1.0,1.0,1,Shared room,condominium,shared,1,1,2,1,1,0,1,Yau Tsim Mong
419,1,1,83,0,1.0,1.0,1.0,1,Private room,condominium,shared,0,0,4,1,0,0,0,Sham Shui Po
420,1,1,71,35,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,5,1,0,0,1,Central & Western
421,1,1,89,0,1.0,1.0,1.0,29,Private room,apartment,shared,0,1,4,1,0,0,0,Eastern
422,1,1,88,0,1.0,2.0,1.0,2,Private room,apartment,shared,0,1,2,1,0,0,0,Islands
423,1,3,89,3,1.0,7.0,1.0,1,Shared room,guesthouse,shared,0,1,2,1,1,0,1,Yau Tsim Mong
424,1,19,80,0,1.0,1.0,1.0,28,Private room,apartment,shared,1,0,6,1,1,0,0,Central & Western
425,1,12,90,7,2.0,1.0,1.0,30,Private room,condominium,shared,1,0,4,1,1,0,0,Wan Chai
426,1,2,0,2,1.0,3.0,1.0,1,Private room,apartment,shared,1,0,9,1,1,0,1,Wan Chai
427,1,2,0,3,1.0,1.0,1.0,2,Private room,apartment,shared,1,0,8,1,1,1,0,Central & Western
428,1,266,89,0,1.0,1.0,1.0,30,Private room,apartment,shared,1,0,8,1,0,1,0,Sham Shui Po
429,1,266,90,0,1.0,1.0,1.0,30,Private room,apartment,shared,1,0,8,1,0,1,0,Wan Chai
430,1,266,90,0,1.0,1.0,1.0,29,Private room,apartment,shared,1,0,8,1,0,1,1,Wan Chai
431,1,2,72,38,1.0,1.0,1.0,21,Private room,apartment,shared,1,0,3,1,1,0,1,Kwun Tong
432,1,369,32,0,1.0,1.0,1.0,29,Private room,apartment,shared,1,0,4,1,0,0,1,Wan Chai
433,1,1,0,48,1.0,1.0,1.0,1,Private room,condominium,shared,1,0,5,1,0,1,0,Islands
434,1,38,90,0,1.0,1.0,1.0,1,Shared room,boutique hotel,shared,1,0,3,1,1,0,1,Wan Chai
435,1,54,50,54,1.0,4.0,1.0,1,Shared room,apartment,shared,1,0,5,1,0,0,0,Yau Tsim Mong
436,1,3,81,16,1.0,1.0,1.0,1,Private room,apartment,shared,1,0,8,1,0,0,0,Islands
437,1,2,58,0,1.0,0.0,1.0,3,Private room,serviced apartment,shared,1,0,4,1,1,0,1,Yau Tsim Mong
438,1,1,89,64,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,6,1,0,0,0,Sha Tin
439,1,3,89,13,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,5,1,0,0,1,Tai Po
440,1,19,90,0,2.0,0.0,1.0,28,Private room,apartment,shared,1,1,6,1,1,0,0,Kowloon City
441,1,12,90,14,2.0,1.0,1.0,30,Private room,apartment,shared,1,1,4,1,1,0,0,Wan Chai
442,1,12,90,4,2.0,1.0,1.0,30,Private room,condominium,shared,1,1,4,1,1,0,0,Wan Chai
443,1,3,90,5,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,5,1,1,0,1,Tuen Mun
444,1,2,90,0,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,9,1,1,0,1,Wan Chai
445,1,18,0,6,1.0,1.0,1.0,1,Private room,condominium,shared,1,1,6,1,1,0,1,Yau Tsim Mong
446,1,23,90,64,2.0,4.0,1.0,28,Private room,apartment,shared,1,1,5,1,1,0,0,Yau Tsim Mong
447,1,1,63,4,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,8,1,1,0,0,Central & Western
448,1,2,90,122,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,7,1,1,0,0,Central & Western
449,1,3,89,41,1.0,1.0,2.0,2,Private room,apartment,shared,1,1,6,1,0,0,0,Eastern
450,1,18,0,4,1.0,1.0,1.0,3,Private room,condominium,shared,1,1,6,1,1,1,0,Sai Kung
451,1,18,90,13,1.0,1.0,1.0,7,Private room,house,shared,1,1,6,1,1,1,0,Sha Tin
452,1,8,89,0,2.0,1.0,1.0,28,Private room,apartment,shared,1,1,1,1,0,0,0,Yau Tsim Mong
453,1,3,89,98,1.0,1.0,1.0,1,Private room,apartment,shared,1,1,5,1,1,0,0,Sham Shui Po
454,1,4,90,0,1.0,1.0,1.0,5,Private room,guesthouse,shared,1,1,1,1,0,0,0,Tuen Mun
455,1,1,83,1,1.0,1.0,1.0,1,Shared room,tiny house,shared,1,1,7,1,0,0,0,Islands
456,1,1,89,0,1.0,1.0,1.0,29,Private room,apartment,shared,1,1,6,1,0,0,0,Yau Tsim Mong
457,1,1,83,25,1.0,1.0,1.0,2,Private room,apartment,shared,1,1,3,1,1,0,0,Central & Western
458,1,0,90,31,1.0,1.0,1.0,1,Private room,serviced apartment,shared,1,1,5,1,1,0,0,Yau Tsim Mong
459,1,1,90,0,1.0,1.0,1.0,5,Private room,apartment,shared,1,1,5,1,1,0,1,Central & Western
460,1,1,89,5,1.0,1.0,1.0,2,Shared room,apartment,shared,1,1,5,1,1,0,0,Central & Western
461,1,2,90,29,1.0,1.0,2.0,2,Private room,apartment,shared,1,1,6,1,1,0,0,Central & Western
462,1,1,89,3,1.0,1.0,1.0,1,Shared room,apartment,shared,1,1,5,1,1,0,0,Central & Western
463,2,1,90,0,1.0,11.0,10.0,1,Private room,hotel,private,0,0,4,1,0,0,1,Yau Tsim Mong
464,2,1,90,1,1.0,1.0,1.0,1,Private room,condominium,private,0,0,2,1,0,0,1,Kwun Tong
465,2,3,75,0,1.0,1.0,1.0,1,Private room,apartment,private,0,0,1,1,1,0,0,Yau Tsim Mong
466,2,1,90,1,1.0,1.0,1.0,1,Private room,apartment,private,0,0,1,1,0,0,1,Yau Tsim Mong
467,2,2,87,0,1.0,2.0,1.0,1,Private room,apartment,private,0,0,3,1,1,0,1,Yau Tsim Mong
468,2,1,89,0,1.0,1.0,1.0,30,Private room,serviced apartment,private,0,0,3,1,1,0,0,Central & Western
470,2,0,80,0,1.0,1.0,1.0,1,Private room,apartment,private,0,0,1,1,1,0,1,Yau Tsim Mong
471,2,0,90,0,1.0,2.0,1.0,1,Private room,hotel,private,0,0,5,1,0,0,1,Yau Tsim Mong
472,2,4,90,13,1.0,1.0,1.0,1,Private room,bed and breakfast,private,0,0,3,1,0,0,1,Wan Chai
473,2,5,62,229,1.0,0.0,1.0,1,Private room,apartment,private,0,0,5,1,0,0,1,Yau Tsim Mong
474,2,2,81,18,1.0,1.0,1.0,2,Private room,apartment,private,0,0,4,1,0,0,1,Islands
475,2,1,0,0,1.0,2.0,1.0,1,Private room,condominium,private,0,0,2,1,0,0,1,Yau Tsim Mong
479,2,0,83,0,1.0,2.0,1.0,1,Private room,boutique hotel,private,0,0,0,1,1,0,1,Wan Chai
480,2,6,0,7,1.0,1.0,1.0,1,Private room,bed and breakfast,private,0,0,2,1,1,0,0,Yau Tsim Mong
482,2,1,89,2,1.0,1.0,1.0,1,Private room,hostel,private,0,0,1,1,1,0,1,Sham Shui Po
483,2,5,89,13,1.0,0.0,1.0,4,Private room,bed and breakfast,private,0,0,6,1,1,0,0,Yau Tsim Mong
484,2,5,89,3,1.0,1.0,1.0,4,Private room,hotel,private,0,0,6,1,1,0,0,Yau Tsim Mong
485,2,6,6,825,1.0,3.0,1.0,1,Private room,condominium,private,0,0,5,1,1,0,1,Islands
486,2,3,79,0,1.0,2.0,1.0,1,Private room,apartment,private,0,0,1,1,1,0,0,Yau Tsim Mong
488,2,3,0,37,1.0,1.0,1.0,90,Private room,condominium,private,0,0,2,1,1,0,1,Yau Tsim Mong
489,2,1,80,54,1.0,2.0,1.0,1,Private room,apartment,private,0,0,6,1,1,1,0,Yau Tsim Mong
491,2,4,81,2,1.0,1.0,1.0,28,Private room,condominium,private,0,0,2,1,1,0,0,Eastern
493,2,0,83,0,1.0,1.0,1.0,28,Private room,house,private,0,0,0,1,1,0,0,Kowloon City
494,2,0,79,0,1.0,1.0,1.0,28,Private room,house,private,0,0,0,1,1,0,0,Yau Tsim Mong
495,2,2,90,2,1.0,2.0,1.0,14,Private room,apartment,private,0,0,1,1,1,0,1,Yau Tsim Mong
497,2,6,90,0,1.0,0.0,1.0,2,Private room,guesthouse,private,0,0,0,1,0,0,0,Yau Tsim Mong
499,2,1,0,0,1.0,1.0,1.0,1,Private room,condominium,private,0,0,2,1,0,0,1,Southern
500,2,2,1,11,1.0,2.0,1.0,1,Private room,apartment,private,0,0,4,1,0,0,1,Yau Tsim Mong
501,2,25,90,1,1.0,1.0,1.0,7,Private room,serviced apartment,private,0,0,2,1,0,0,0,Yau Tsim Mong
502,2,1,87,0,1.0,1.0,1.0,28,Private room,boutique hotel,private,0,0,3,1,0,0,0,Eastern
503,2,1,0,2,1.0,1.0,1.0,1,Private room,Private room,private,0,0,3,1,0,0,0,Wan Chai
504,2,1,90,0,1.0,1.0,1.0,2,Private room,condominium,private,0,0,1,1,0,0,0,Yau Tsim Mong
505,2,0,90,0,1.0,1.0,1.0,1,Private room,apartment,private,0,0,0,1,0,0,1,Kowloon City
507,2,2,1,5,1.0,1.0,1.0,1,Private room,apartment,private,0,0,5,1,1,0,0,Central & Western
509,2,2,0,17,1.0,1.0,1.0,1,Private room,apartment,private,0,0,5,1,1,0,0,Yau Tsim Mong
510,2,4,90,9,1.0,2.0,1.0,1,Private room,Private room,private,0,0,3,1,1,0,0,Wan Chai
511,2,4,90,23,1.0,2.0,1.0,1,Private room,condominium,private,0,0,3,1,1,0,0,Wan Chai
513,2,2,89,0,1.0,1.0,1.0,1,Private room,apartment,private,0,0,4,1,1,0,1,Eastern
514,2,1,90,0,1.0,2.0,1.0,1,Private room,hotel,private,0,0,2,1,1,0,1,Kowloon City
515,2,2,90,0,1.0,1.0,4.0,30,Private room,apartment,private,0,0,6,1,1,0,1,Wan Chai
516,2,1,90,0,1.0,3.0,1.0,14,Private room,condominium,private,0,0,6,1,1,0,1,Yau Tsim Mong
517,2,1,89,0,1.0,1.0,1.0,1,Private room,apartment,private,0,1,4,1,1,0,0,Central & Western
518,2,1,0,1,1.0,1.0,1.0,1,Private room,apartment,private,0,1,4,1,0,0,0,Central & Western
519,2,3,79,41,1.0,2.0,1.0,3,Private room,apartment,private,0,1,6,1,0,0,0,Islands
520,2,10,41,12,1.0,1.0,1.0,1,Private room,apartment,private,0,1,1,1,0,0,1,Yau Tsim Mong
521,2,2,85,52,1.0,1.0,1.0,2,Private room,apartment,private,0,1,3,1,0,0,1,Yau Tsim Mong
522,2,0,83,0,1.0,2.0,1.0,1,Private room,boutique hotel,private,0,1,0,1,1,0,1,Wan Chai
524,2,7,90,0,1.0,1.0,1.0,1,Private room,boutique hotel,private,0,1,0,1,1,0,0,Yau Tsim Mong
526,2,1,6,0,1.0,2.0,1.0,27,Private room,hotel,private,0,1,3,1,0,0,1,Wan Chai
527,2,3,89,1,1.0,1.0,1.0,1,Private room,apartment,private,0,1,5,1,0,0,1,Eastern
528,2,0,24,12,1.0,1.0,1.0,1,Private room,resort,private,0,1,0,1,0,0,1,Islands
529,2,18,90,0,1.0,1.0,1.0,28,Private room,hotel,private,0,1,1,1,1,0,1,Wan Chai
530,2,2,88,0,1.0,2.0,1.0,1,Private room,condominium,private,0,1,1,1,0,0,0,Kowloon City
531,2,1,90,4,1.0,2.0,1.0,2,Private room,tiny house,private,0,1,1,1,0,0,1,Kowloon City
532,2,5,90,11,1.0,1.0,1.0,2,Private room,bed and breakfast,private,0,1,3,1,0,0,1,Yau Tsim Mong
533,2,1,89,0,1.0,1.0,1.0,1,Private room,serviced apartment,private,0,1,1,1,0,0,0,Wan Chai
534,2,25,90,0,1.0,1.0,1.0,1,Private room,aparthotel,private,0,1,2,1,0,0,0,Yau Tsim Mong
536,2,0,83,1,1.0,1.0,1.0,2,Private room,guest suite,private,0,1,2,1,0,0,0,Yau Tsim Mong
537,2,0,90,0,1.0,2.0,2.0,1,Private room,guest suite,private,0,1,1,1,0,0,1,Wan Chai
538,2,1,77,16,1.0,1.0,1.0,1,Private room,guesthouse,private,0,1,3,1,0,0,1,Yau Tsim Mong
539,2,1,90,0,1.0,2.0,1.0,1,Private room,boutique hotel,private,0,1,1,1,0,0,1,Yau Tsim Mong
540,2,1,89,14,1.0,2.0,1.0,2,Private room,apartment,private,0,1,5,1,1,0,0,Wan Chai
541,2,7,0,1,1.0,1.0,1.0,1,Private room,minsu,private,0,1,5,1,1,0,0,Wan Chai
542,2,3,90,21,1.0,1.0,1.0,2,Private room,hotel,private,0,1,3,1,1,0,0,Yau Tsim Mong
543,2,0,89,0,1.0,2.0,1.0,1,Private room,boutique hotel,private,0,1,1,1,1,0,1,Kwun Tong
545,2,9,90,0,1.0,2.0,1.0,1,Private room,condominium,private,1,0,6,1,1,0,1,Yau Tsim Mong
547,2,18,90,1,1.0,1.0,1.0,1,Private room,boutique hotel,private,1,0,1,1,1,0,1,Kowloon City
548,2,2,87,0,1.0,1.0,1.0,3,Private room,apartment,private,1,0,5,1,1,0,0,Central & Western
549,2,30,90,1,1.0,1.0,1.0,1,Private room,serviced apartment,private,1,0,5,1,1,0,0,Yau Tsim Mong
550,2,1,90,1,1.0,1.0,2.0,30,Private room,apartment,private,1,0,6,1,1,0,0,Sai Kung
555,2,14,0,0,1.0,1.0,1.0,28,Private room,bed and breakfast,private,1,0,7,1,1,0,0,Yau Tsim Mong
556,2,1,0,4,1.0,1.0,1.0,1,Private room,condominium,private,1,0,2,1,1,0,0,Yau Tsim Mong
557,2,1,89,76,1.0,2.0,1.0,2,Private room,townhouse,private,1,0,6,1,0,0,0,Sai Kung
558,2,13,89,0,1.0,1.0,1.0,15,Private room,house,private,1,0,3,1,0,0,0,Yau Tsim Mong
559,2,44,90,0,1.0,1.0,1.0,1,Private room,bed and breakfast,private,1,0,6,1,0,0,0,Yau Tsim Mong
560,2,88,180,1,2.0,2.0,2.0,2,Private room,condominium,private,1,0,12,1,0,0,1,Kowloon City
561,2,4,90,2,1.0,1.0,1.0,1,Private room,apartment,private,1,0,1,1,0,0,0,Yau Tsim Mong
562,2,5,90,3,1.0,2.0,1.0,1,Private room,apartment,private,1,0,3,1,0,1,1,Yau Tsim Mong
563,2,9,90,86,1.0,2.0,1.0,1,Private room,apartment,private,1,0,2,1,0,1,1,Yau Tsim Mong
564,2,9,90,83,1.0,2.0,1.0,1,Private room,guest suite,private,1,0,2,1,0,1,1,Yau Tsim Mong
565,2,6,86,154,1.0,2.0,1.0,1,Private room,apartment,private,1,0,6,1,0,1,1,Yau Tsim Mong
566,2,32,0,32,1.0,1.0,1.0,1,Private room,guest suite,private,1,0,7,1,1,0,1,Yau Tsim Mong
568,2,3,2,59,1.0,1.0,1.0,1,Private room,Private room,private,1,0,3,1,1,0,1,Islands
569,2,18,90,0,1.0,1.0,1.0,1,Private room,kezhan,private,1,0,1,1,1,0,1,Kowloon City
570,2,27,90,1,1.0,2.0,1.0,1,Private room,hostel,private,1,0,6,1,1,0,1,Yau Tsim Mong
571,2,266,89,0,1.0,0.0,1.0,30,Private room,apartment,private,1,0,8,1,0,1,0,Eastern
574,2,369,89,0,1.0,1.0,1.0,29,Private room,apartment,private,1,0,4,1,0,0,0,Sham Shui Po
575,2,230,89,0,1.0,1.0,1.0,29,Private room,apartment,private,1,0,4,1,1,1,0,Wan Chai
576,2,30,90,3,1.0,1.0,1.0,1,Private room,condominium,private,1,0,5,1,1,0,0,Yau Tsim Mong
577,2,30,90,0,1.0,2.0,1.0,1,Private room,guest suite,private,1,0,5,1,1,0,0,Yau Tsim Mong
578,2,30,90,30,1.0,2.0,1.0,1,Private room,hostel,private,1,0,5,1,1,0,0,Yau Tsim Mong
579,2,30,72,2,1.0,1.0,1.0,1,Private room,aparthotel,private,1,0,5,1,1,0,1,Yau Tsim Mong
580,2,30,1,1,1.0,0.0,1.0,1,Private room,boutique hotel,private,1,0,5,1,1,0,1,Yau Tsim Mong
581,2,30,71,56,1.0,1.0,1.0,28,Private room,condominium,private,1,0,6,1,1,0,0,Yau Tsim Mong
582,2,1,90,0,1.0,1.0,2.0,30,Private room,bed and breakfast,private,1,0,1,1,1,0,0,Yau Tsim Mong
583,2,12,49,0,1.0,1.0,1.0,1,Private room,guesthouse,private,1,0,7,1,0,1,0,Yau Tsim Mong
585,2,108,99,13,2.0,2.0,1.0,48,Private room,guesthouse,private,1,0,10,1,0,0,0,Yau Tsim Mong
586,2,1,88,255,1.0,1.0,1.0,1,Private room,apartment,private,1,0,3,1,0,0,1,Islands
589,2,12,80,141,1.0,1.0,1.0,1,Private room,apartment,private,1,0,5,1,1,0,1,Yau Tsim Mong
590,2,12,0,88,1.0,1.0,1.0,1,Private room,aparthotel,private,1,0,5,1,1,0,1,Yau Tsim Mong
591,2,13,0,10,1.0,0.0,1.0,2,Private room,condominium,private,1,0,5,1,1,0,0,Yau Tsim Mong
